userId,Gender,Age,ITRCompliance,Income
user725,Female,NA,NotComplied,NA
user726,Male,27.0,Complied,53896.0
user727,Female,34.0,Complied,49816.0
user728,Female,NA,NotComplied,NA
user729,Male,44.0,NotComplied,NA
user730,Female,NA,Complied,24241.0
user731,Male,25.0,Complied,55942.0
user732,Male,26.0,Complied,47723.0
user733,Female,27.0,Complied,30972.0
user734,Female,21.0,Complied,25892.0
user735,Female,NA,NotComplied,49481.0
user736,Female,51.0,Complied,49031.0
user737,Female,NA,NotComplied,NA
user738,Male,34.0,NotComplied,41981.0
user739,Male,47.0,NotComplied,53378.0
user740,Male,36.0,NotComplied,NA
user741,Male,57.0,NotComplied,27437.0
user742,Female,NA,Complied,31079.0
user743,Male,37.0,NotComplied,NA
user744,Female,60.0,Complied,45077.0
user745,Male,48.0,Complied,33358.0
user746,Female,NA,NotComplied,44813.0
user747,Female,15.0,Complied,28649.0
user748,Male,39.0,Complied,30785.0
user749,Female,NA,NotComplied,NA
user750,Male,37.0,NotComplied,NA
user751,Male,22.0,Complied,20251.0
user752,Male,55.0,NotComplied,40963.0
user753,Female,42.0,NotComplied,29530.0
user754,Female,36.0,Complied,62319.0
user755,Male,38.0,NotComplied,58576.0
user756,Male,39.0,NotComplied,65921.0
user757,Male,42.0,NotComplied,NA
user758,Male,43.0,Complied,27493.0
user759,Female,NA,Complied,44814.0
user760,Male,43.0,NotComplied,35489.0
user761,Male,47.0,NotComplied,NA
user762,Female,NA,NotComplied,29453.0
user763,Male,24.0,NotComplied,NA
user764,Female,52.0,Complied,35387.0
user765,Female,45.0,NotComplied,48723.0
user766,Female,39.0,NotComplied,17369.0
user767,Male,42.0,Complied,34651.0
user768,Female,NA,Complied,50350.0
user769,Female,42.0,NotComplied,45641.0
user770,Male,38.0,Complied,49554.0
user771,Male,43.0,Complied,37595.0
user772,Female,NA,Complied,22539.0
user773,Female,56.0,NotComplied,22298.0
user774,Male,52.0,Complied,50023.0
user775,Male,24.0,Complied,56335.0
user776,Male,37.0,NotComplied,NA
user777,Female,37.0,Complied,57621.0
user778,Female,NA,NotComplied,41317.0
user779,Female,NA,Complied,43014.0
user780,Female,48.0,NotComplied,41646.0
user781,Male,64.0,Complied,45387.0
user782,Male,31.0,NotComplied,50450.0
user783,Female,NA,NotComplied,43736.0
user784,Female,39.0,NotComplied,NA
user785,Male,54.0,NotComplied,NA
user786,Male,33.0,NotComplied,28675.0
user787,Male,16.0,NotComplied,NA
user788,Male,27.0,NotComplied,NA
user789,Male,37.0,Complied,40579.0
user790,Male,48.0,NotComplied,NA
user791,Male,34.0,NotComplied,13628.0
user792,Female,NA,NotComplied,35345.0
user793,Male,38.0,Complied,59029.0
user794,Male,21.0,NotComplied,35039.0
user795,Female,NA,NotComplied,NA
user796,Female,NA,NotComplied,NA
user797,Male,28.0,NotComplied,NA
user798,Male,50.0,NotComplied,NA
user799,Female,43.0,Complied,40700.0
user800,Female,NA,NotComplied,40690.0
user801,Male,43.0,Complied,22778.0
user802,Male,49.0,Complied,32298.0
user803,Female,45.0,Complied,37079.0
user804,Male,40.0,NotComplied,50009.0
user805,Male,54.0,NotComplied,NA
user806,Male,43.0,NotComplied,NA
user807,Male,44.0,NotComplied,NA
user808,Female,NA,NotComplied,41803.0
user809,Male,53.0,Complied,19636.0
user810,Female,NA,Complied,37357.0
user811,Male,39.0,NotComplied,38860.0
user812,Male,53.0,Complied,33076.0
user813,Female,NA,NotComplied,NA
user814,Male,25.0,Complied,45001.0
user815,Female,NA,Complied,19086.0
user816,Female,NA,Complied,26236.0
user817,Female,NA,Complied,24084.0
user818,Male,39.0,NotComplied,NA
user819,Male,47.0,NotComplied,NA
user820,Male,38.0,NotComplied,40883.0
user821,Male,38.0,Complied,46095.0
user822,Female,NA,Complied,21959.0
user823,Male,33.0,NotComplied,60099.0
user824,Female,NA,Complied,33327.0
user825,Female,28.0,NotComplied,36789.0
user826,Male,51.0,Complied,59608.0
user827,Male,23.0,Complied,31957.0
user828,Female,24.0,Complied,53083.0
user829,Female,48.0,NotComplied,NA
user830,Female,49.0,NotComplied,NA
user831,Male,44.0,NotComplied,NA
user832,Female,41.0,Complied,49028.0
user833,Female,NA,Complied,45023.0
user834,Female,37.0,Complied,26205.0
user835,Female,17.0,NotComplied,22930.0
user836,Female,NA,Complied,41995.0
user837,Female,NA,NotComplied,37531.0
user838,Male,24.0,Complied,34834.0
user839,Male,41.0,Complied,43725.0
user840,Female,50.0,NotComplied,NA
user841,Male,26.0,Complied,31782.0
user842,Female,37.0,Complied,28755.0
user843,Male,28.0,Complied,34370.0
user844,Male,34.0,NotComplied,NA
user845,Male,51.0,Complied,31919.0
user846,Female,NA,Complied,54908.0
user847,Female,46.0,Complied,41285.0
user848,Female,NA,Complied,50323.0
user849,Male,33.0,Complied,46901.0
user850,Male,19.0,NotComplied,NA
user851,Female,NA,Complied,49168.0
user852,Female,43.0,Complied,35067.0
user853,Female,NA,NotComplied,57321.0
user854,Male,46.0,Complied,39545.0
user855,Female,55.0,NotComplied,NA
user856,Male,42.0,Complied,26023.0
user857,Male,34.0,NotComplied,NA
user858,Male,23.0,NotComplied,37467.0
user859,Female,25.0,Complied,29848.0
user860,Female,NA,NotComplied,NA
user861,Female,42.0,Complied,48985.0
user862,Male,44.0,Complied,31260.0
user863,Female,NA,NotComplied,NA
user864,Male,42.0,Complied,38495.0
user865,Female,43.0,Complied,45414.0
user866,Female,38.0,Complied,42514.0
user867,Female,NA,NotComplied,NA
user868,Female,30.0,Complied,53372.0
user869,Male,46.0,NotComplied,53526.0
user870,Female,NA,Complied,34226.0
user871,Male,34.0,NotComplied,NA
user872,Male,54.0,NotComplied,35130.0
user873,Female,42.0,NotComplied,42355.0
user874,Female,36.0,Complied,45985.0
user875,Female,46.0,NotComplied,NA
user876,Female,NA,Complied,38939.0
user877,Female,NA,Complied,31005.0
user878,Male,32.0,Complied,38792.0
user879,Male,38.0,NotComplied,40872.0
user880,Male,54.0,Complied,28095.0
user881,Female,NA,NotComplied,NA
user882,Male,49.0,NotComplied,NA
user883,Male,37.0,NotComplied,NA
user884,Male,17.0,NotComplied,NA
user885,Female,45.0,NotComplied,NA
user886,Male,41.0,Complied,50181.0
user887,Female,NA,NotComplied,46967.0
user888,Female,NA,NotComplied,NA
user889,Female,NA,NotComplied,31812.0
user890,Male,44.0,Complied,43776.0
user891,Female,37.0,Complied,38154.0
user892,Female,37.0,NotComplied,NA
user893,Female,17.0,NotComplied,NA
user894,Female,41.0,Complied,40990.0
user895,Male,47.0,Complied,38583.0
user896,Female,NA,Complied,30450.0
user897,Female,NA,Complied,47532.0
user898,Male,58.0,NotComplied,49576.0
user899,Female,NA,NotComplied,NA
user900,Male,35.0,Complied,44147.0
user901,Female,49.0,NotComplied,NA
user902,Female,NA,Complied,48043.0
user903,Male,41.0,NotComplied,45154.0
user904,Female,NA,Complied,20761.0
user905,Female,24.0,Complied,44458.0
user906,Female,NA,Complied,49140.0
user907,Male,54.0,Complied,49115.0
user908,Female,NA,Complied,51005.0
user909,Male,18.0,NotComplied,NA
user910,Female,NA,NotComplied,38289.0
user911,Female,42.0,Complied,54731.0
user912,Male,35.0,NotComplied,39660.0
user913,Male,23.0,Complied,13534.0
user914,Male,31.0,Complied,25939.0
user915,Male,24.0,Complied,38435.0
user916,Female,NA,NotComplied,NA
user917,Male,53.0,Complied,28724.0
user918,Male,41.0,NotComplied,47476.0
user919,Male,41.0,NotComplied,49036.0
user920,Female,NA,NotComplied,31089.0
user921,Female,NA,NotComplied,44605.0
user922,Male,30.0,NotComplied,NA
user923,Male,51.0,NotComplied,60691.0
user924,Male,39.0,Complied,25689.0
user925,Female,50.0,NotComplied,NA
user926,Male,69.0,NotComplied,NA
user927,Female,NA,Complied,47075.0
user928,Male,22.0,NotComplied,NA
user929,Female,63.0,Complied,33975.0
user930,Female,NA,NotComplied,NA
user931,Female,NA,Complied,35972.0
user932,Male,38.0,NotComplied,26516.0
user933,Female,42.0,NotComplied,NA
user934,Female,NA,NotComplied,NA
user935,Male,41.0,NotComplied,32357.0
user936,Female,NA,Complied,49932.0
user937,Female,40.0,NotComplied,NA
user938,Male,32.0,NotComplied,NA
user939,Male,48.0,NotComplied,NA
user940,Male,34.0,NotComplied,41008.0
user941,Male,40.0,Complied,26323.0
user942,Female,36.0,Complied,61213.0
user943,Female,35.0,Complied,38867.0
user944,Male,54.0,NotComplied,11620.0
user945,Male,20.0,Complied,40454.0
user946,Male,42.0,NotComplied,NA
user947,Female,43.0,Complied,51556.0
user948,Female,41.0,NotComplied,NA
user949,Female,NA,NotComplied,27619.0
user950,Female,35.0,NotComplied,NA
user951,Female,NA,NotComplied,NA
user952,Female,NA,NotComplied,26307.0
user953,Male,39.0,NotComplied,NA
user954,Male,45.0,NotComplied,33187.0
user955,Female,33.0,Complied,38120.0
user956,Male,39.0,Complied,22457.0
user957,Male,37.0,Complied,50859.0
user958,Female,NA,NotComplied,NA
user959,Female,NA,Complied,35831.0
user960,Male,34.0,Complied,38915.0
user961,Male,64.0,NotComplied,NA
user962,Female,39.0,Complied,32017.0
user963,Male,46.0,Complied,43262.0
user964,Female,NA,Complied,31246.0
user965,Male,22.0,NotComplied,NA
user966,Female,48.0,Complied,45648.0
user967,Male,49.0,NotComplied,NA
user968,Male,34.0,NotComplied,NA
user969,Male,23.0,NotComplied,NA
user970,Female,53.0,NotComplied,34241.0
user971,Male,67.0,Complied,38049.0
user972,Male,54.0,Complied,37167.0
user973,Female,NA,Complied,48992.0
user974,Male,55.0,Complied,17940.0
user975,Male,22.0,Complied,47932.0
user976,Male,44.0,NotComplied,NA
user977,Male,35.0,Complied,48240.0
user978,Male,30.0,NotComplied,NA
user979,Female,38.0,Complied,38812.0
user980,Male,18.0,NotComplied,NA
user981,Male,27.0,Complied,45859.0
user982,Female,51.0,NotComplied,36181.0
user983,Female,NA,Complied,59482.0
user984,Male,38.0,Complied,59885.0
user985,Female,49.0,NotComplied,51759.0
user986,Male,13.0,Complied,31269.0
user987,Male,30.0,NotComplied,NA
user988,Female,42.0,NotComplied,NA
user989,Male,52.0,NotComplied,NA
user990,Female,NA,NotComplied,NA
user991,Female,NA,Complied,31123.0
user992,Female,28.0,Complied,50563.0
user993,Female,NA,Complied,37423.0
user994,Male,43.0,NotComplied,47492.0
user995,Male,43.0,NotComplied,NA
user996,Male,42.0,NotComplied,NA
user997,Male,37.0,NotComplied,NA
user998,Female,48.0,Complied,44578.0
user999,Male,23.0,NotComplied,NA
