userId,Gender,Age,ITRCompliance,Income
user718,Female,65.0,Complied,41955.0
user719,Female,40.0,Complied,NA
user720,Male,52.0,Complied,33526.0
user721,Male,40.0,Complied,34516.0
user722,Male,36.0,Complied,37101.0
user723,Male,58.0,Complied,53759.0
user724,Male,51.0,NotComplied,31146.0
user725,Male,41.0,Complied,37968.0
user726,Male,29.0,Complied,31480.0
user727,Male,47.0,NotComplied,31598.0
user728,Female,47.0,Complied,29909.0
user729,Female,34.0,Complied,33039.0
user730,Male,41.0,NotComplied,44931.0
user731,Male,49.0,NotComplied,34910.0
user732,Male,31.0,NotComplied,47707.0
user733,Male,58.0,Complied,29516.0
user734,Female,21.0,NotComplied,30054.0
user735,Male,53.0,NotComplied,37598.0
user736,Male,48.0,NotComplied,37598.0
user737,Female,39.0,NotComplied,29642.0
user738,Female,43.0,NotComplied,NA
user739,Female,43.0,NotComplied,33628.0
user740,Male,47.0,Complied,36810.0
user741,Female,34.0,NotComplied,26738.0
user742,Female,45.0,NotComplied,39665.0
user743,Male,38.0,Complied,48061.0
user744,Female,39.0,Complied,NA
user745,Female,17.0,Complied,NA
user746,Male,43.0,Complied,NA
user747,Male,40.0,Complied,36312.0
user748,Male,60.0,Complied,44062.0
user749,Male,50.0,Complied,32672.0
user750,Female,40.0,Complied,NA
user751,Male,38.0,NotComplied,NA
user752,Male,20.0,NotComplied,41386.0
user753,Male,40.0,Complied,NA
user754,Female,37.0,Complied,42201.0
user755,Male,46.0,NotComplied,34525.0
user756,Male,35.0,Complied,NA
user757,Male,28.0,Complied,NA
user758,Female,25.0,NotComplied,57346.0
user759,Male,48.0,Complied,NA
user760,Female,35.0,NotComplied,58702.0
user761,Female,46.0,Complied,51129.0
user762,Male,53.0,Complied,25322.0
user763,Male,44.0,NotComplied,NA
user764,Female,27.0,NotComplied,34736.0
user765,Female,39.0,Complied,38598.0
user766,Male,23.0,NotComplied,NA
user767,Female,47.0,Complied,27523.0
user768,Female,41.0,NotComplied,37015.0
user769,Female,38.0,NotComplied,NA
user770,Male,41.0,NotComplied,41508.0
user771,Male,41.0,NotComplied,28800.0
user772,Male,38.0,Complied,NA
user773,Male,42.0,Complied,29099.0
user774,Male,35.0,NotComplied,NA
user775,Male,27.0,NotComplied,41536.0
user776,Male,38.0,NotComplied,45618.0
user777,Male,52.0,NotComplied,33232.0
user778,Female,53.0,NotComplied,52209.0
user779,Female,26.0,NotComplied,37960.0
user780,Female,23.0,Complied,NA
user781,Male,43.0,Complied,32890.0
user782,Male,41.0,NotComplied,NA
user783,Male,43.0,Complied,43478.0
user784,Female,29.0,NotComplied,54871.0
user785,Male,45.0,NotComplied,28563.0
user786,Male,43.0,Complied,NA
user787,Male,43.0,NotComplied,35125.0
user788,Female,41.0,NotComplied,27531.0
user789,Female,32.0,NotComplied,45547.0
user790,Male,44.0,Complied,35355.0
user791,Female,41.0,NotComplied,40578.0
user792,Male,34.0,NotComplied,34787.0
user793,Male,52.0,NotComplied,22789.0
user794,Female,42.0,NotComplied,30764.0
user795,Male,49.0,Complied,NA
user796,Female,35.0,Complied,30681.0
user797,Male,51.0,Complied,46241.0
user798,Female,43.0,NotComplied,NA
user799,Female,36.0,NotComplied,27832.0
user800,Female,48.0,Complied,32464.0
user801,Male,41.0,Complied,27123.0
user802,Female,53.0,Complied,46257.0
user803,Male,52.0,Complied,29031.0
user804,Male,50.0,Complied,28266.0
user805,Male,14.0,Complied,40215.0
user806,Male,47.0,NotComplied,29591.0
user807,Male,44.0,Complied,23650.0
user808,Female,47.0,Complied,55935.0
user809,Female,53.0,Complied,33142.0
user810,Male,37.0,Complied,49437.0
user811,Male,23.0,NotComplied,28006.0
user812,Male,33.0,NotComplied,54498.0
user813,Female,50.0,NotComplied,35314.0
user814,Male,39.0,NotComplied,40364.0
user815,Male,53.0,NotComplied,51169.0
user816,Male,57.0,NotComplied,47840.0
user817,Female,53.0,Complied,45314.0
user818,Male,43.0,NotComplied,37853.0
user819,Male,41.0,Complied,33321.0
user820,Male,46.0,Complied,NA
user821,Male,48.0,NotComplied,20134.0
user822,Male,45.0,NotComplied,45876.0
user823,Female,39.0,NotComplied,39808.0
user824,Female,39.0,NotComplied,NA
user825,Male,31.0,Complied,37801.0
user826,Male,31.0,Complied,39511.0
user827,Male,40.0,NotComplied,NA
user828,Female,47.0,NotComplied,51987.0
user829,Female,36.0,NotComplied,36541.0
user830,Male,20.0,Complied,59846.0
user831,Male,40.0,NotComplied,NA
user832,Male,49.0,Complied,54830.0
user833,Female,18.0,NotComplied,24662.0
user834,Female,41.0,NotComplied,17851.0
user835,Female,38.0,NotComplied,29851.0
user836,Male,46.0,Complied,40264.0
user837,Male,41.0,NotComplied,NA
user838,Female,29.0,NotComplied,42279.0
user839,Female,54.0,Complied,45438.0
user840,Female,36.0,Complied,46648.0
user841,Male,37.0,Complied,NA
user842,Male,41.0,Complied,39334.0
user843,Male,32.0,NotComplied,48549.0
user844,Male,41.0,Complied,33017.0
user845,Male,58.0,Complied,31641.0
user846,Male,45.0,Complied,26864.0
user847,Female,52.0,NotComplied,33814.0
user848,Male,35.0,NotComplied,29887.0
user849,Male,38.0,NotComplied,41631.0
user850,Male,51.0,NotComplied,NA
user851,Female,46.0,Complied,38782.0
user852,Female,33.0,Complied,51481.0
user853,Male,40.0,NotComplied,NA
user854,Female,39.0,NotComplied,29530.0
user855,Male,43.0,NotComplied,40082.0
user856,Female,44.0,Complied,NA
user857,Male,40.0,NotComplied,38250.0
user858,Female,41.0,NotComplied,NA
user859,Female,36.0,NotComplied,25848.0
user860,Female,30.0,NotComplied,27120.0
user861,Male,39.0,Complied,NA
user862,Female,41.0,Complied,36320.0
user863,Male,52.0,NotComplied,35018.0
user864,Female,36.0,Complied,28566.0
user865,Male,37.0,Complied,NA
user866,Female,44.0,NotComplied,47163.0
user867,Female,39.0,NotComplied,50221.0
user868,Male,49.0,Complied,41128.0
user869,Female,44.0,NotComplied,37299.0
user870,Male,43.0,Complied,38454.0
user871,Female,37.0,NotComplied,NA
user872,Male,46.0,NotComplied,36597.0
user873,Male,56.0,Complied,NA
user874,Female,37.0,Complied,NA
user875,Female,51.0,NotComplied,40790.0
user876,Male,29.0,Complied,21108.0
user877,Male,38.0,NotComplied,27199.0
user878,Male,23.0,NotComplied,NA
user879,Male,20.0,NotComplied,34289.0
user880,Male,51.0,Complied,39778.0
user881,Female,60.0,NotComplied,35861.0
user882,Female,35.0,NotComplied,36633.0
user883,Female,49.0,Complied,62691.0
user884,Female,37.0,NotComplied,40350.0
user885,Female,44.0,Complied,20156.0
user886,Female,36.0,NotComplied,29467.0
user887,Male,36.0,Complied,43302.0
user888,Female,31.0,NotComplied,44820.0
user889,Male,52.0,NotComplied,48665.0
user890,Male,31.0,Complied,NA
user891,Male,31.0,Complied,39377.0
user892,Female,54.0,Complied,55262.0
user893,Male,34.0,Complied,17760.0
user894,Male,35.0,NotComplied,NA
user895,Male,56.0,Complied,NA
user896,Female,36.0,NotComplied,26407.0
user897,Male,41.0,Complied,NA
user898,Male,37.0,NotComplied,NA
user899,Female,41.0,Complied,33868.0
user900,Male,30.0,NotComplied,NA
user901,Male,34.0,NotComplied,NA
user902,Female,49.0,Complied,40834.0
user903,Male,56.0,Complied,39529.0
user904,Male,35.0,Complied,53152.0
user905,Female,36.0,NotComplied,NA
user906,Male,38.0,NotComplied,47042.0
user907,Male,44.0,Complied,NA
user908,Female,43.0,Complied,23974.0
user909,Male,62.0,NotComplied,27001.0
user910,Female,45.0,Complied,NA
user911,Male,24.0,NotComplied,NA
user912,Female,54.0,Complied,40378.0
user913,Female,25.0,Complied,22162.0
user914,Female,64.0,Complied,NA
user915,Male,51.0,Complied,37579.0
user916,Female,39.0,NotComplied,51163.0
user917,Male,40.0,NotComplied,42650.0
user918,Male,10.0,NotComplied,20310.0
user919,Female,41.0,Complied,58007.0
user920,Female,34.0,NotComplied,38666.0
user921,Male,52.0,Complied,45529.0
user922,Female,50.0,NotComplied,36003.0
user923,Female,46.0,Complied,NA
user924,Male,46.0,Complied,54798.0
user925,Female,31.0,NotComplied,67081.0
user926,Female,25.0,Complied,24241.0
user927,Male,16.0,Complied,42138.0
user928,Female,39.0,Complied,39207.0
user929,Male,32.0,Complied,37863.0
user930,Male,28.0,NotComplied,NA
user931,Female,37.0,NotComplied,29501.0
user932,Male,24.0,Complied,33688.0
user933,Male,42.0,NotComplied,NA
user934,Male,41.0,NotComplied,NA
user935,Male,31.0,NotComplied,31954.0
user936,Male,40.0,NotComplied,34092.0
user937,Male,38.0,NotComplied,35662.0
user938,Male,46.0,NotComplied,NA
user939,Male,44.0,NotComplied,27964.0
user940,Male,48.0,NotComplied,32674.0
user941,Female,43.0,NotComplied,21999.0
user942,Male,40.0,NotComplied,32210.0
user943,Male,45.0,NotComplied,35383.0
user944,Female,45.0,Complied,24462.0
user945,Male,41.0,Complied,56583.0
user946,Female,36.0,Complied,43650.0
user947,Female,44.0,Complied,22546.0
user948,Female,32.0,Complied,50097.0
user949,Female,60.0,Complied,38506.0
user950,Female,33.0,Complied,45013.0
user951,Male,32.0,Complied,38773.0
user952,Female,50.0,NotComplied,25424.0
user953,Female,29.0,NotComplied,NA
user954,Male,59.0,NotComplied,26204.0
user955,Male,43.0,Complied,39621.0
user956,Female,37.0,Complied,43570.0
user957,Male,40.0,NotComplied,40604.0
user958,Female,42.0,NotComplied,42724.0
user959,Female,38.0,Complied,NA
user960,Female,44.0,Complied,48603.0
user961,Female,51.0,Complied,46307.0
user962,Female,31.0,NotComplied,39311.0
user963,Female,42.0,NotComplied,29022.0
user964,Male,57.0,NotComplied,NA
user965,Male,45.0,NotComplied,36639.0
user966,Male,30.0,NotComplied,25152.0
user967,Female,45.0,NotComplied,29899.0
user968,Female,46.0,NotComplied,NA
user969,Male,50.0,NotComplied,55807.0
user970,Male,29.0,Complied,29947.0
user971,Male,37.0,NotComplied,NA
user972,Male,30.0,Complied,50286.0
user973,Male,23.0,NotComplied,27009.0
user974,Female,34.0,NotComplied,31197.0
user975,Female,23.0,NotComplied,49106.0
user976,Female,50.0,Complied,46928.0
user977,Female,32.0,Complied,39490.0
user978,Male,42.0,NotComplied,38568.0
user979,Male,28.0,NotComplied,41070.0
user980,Female,33.0,Complied,31817.0
user981,Male,47.0,Complied,NA
user982,Male,54.0,Complied,NA
user983,Female,63.0,Complied,18753.0
user984,Male,43.0,Complied,22377.0
user985,Female,45.0,NotComplied,NA
user986,Male,21.0,Complied,25212.0
user987,Female,32.0,Complied,50038.0
user988,Female,30.0,NotComplied,30178.0
user989,Female,26.0,Complied,24852.0
user990,Male,38.0,NotComplied,34027.0
user991,Male,59.0,Complied,22076.0
user992,Male,45.0,NotComplied,45389.0
user993,Female,49.0,Complied,NA
user994,Male,5.0,Complied,38327.0
user995,Female,52.0,NotComplied,33352.0
user996,Male,47.0,NotComplied,NA
user997,Male,43.0,NotComplied,NA
user998,Female,44.0,NotComplied,24219.0
user999,Female,30.0,Complied,NA
